topicId,period,word,weight
3,14,运动,0.015318630118376909
3,14,健身,0.011727714831725695
3,14,发展,0.010756008779379796
4,14,公斤,0.03694664752144722
4,14,跳绳,0.02621590501535138
4,14,比赛,0.021494159936655304
4,14,抓举,0.011275101799589196
4,14,花式,0.010752558573688387
0,15,北京,0.011892151315341607
0,15,奥运会,0.011740509050615794
0,15,参赛,0.011697263673318092
0,15,赛事,0.011539898866295414
0,15,马拉松,0.011009540085819067
1,15,比赛,0.021365167822668632
1,15,球员,0.01513025357040999
1,15,联赛,0.01492296125186412
1,15,球队,0.012310079833363142
1,15,中国女足,0.012081441145522289
2,15,北京,0.020357843597798297
2,15,场馆,0.017414819885287248
2,15,活动,0.01315666367886367
2,15,测试,0.012926697677075365
2,15,赛事,0.011566556133367384
3,15,体育,0.021524767984418963
3,15,广播体操,0.019925603404770044
3,15,运动,0.015336611799655448
3,15,健身,0.012128580625020037
3,15,发展,0.010625538580723433
4,15,公斤,0.032082934855119795
4,15,跳绳,0.031236573504399425
4,15,比赛,0.019778320617453233
4,15,花式,0.011741303681662716
4,15,抓举,0.010781938610299325
0,16,北京,0.011522289869764387
0,16,奥运会,0.01147321001999793
0,16,参赛,0.011027456868852297
0,16,赛事,0.010912589031870652
0,16,马拉松,0.010296359014629865
1,16,比赛,0.021418192832198195
1,16,球员,0.015091609742243996
1,16,联赛,0.014842471864827053
1,16,球队,0.012286983792048243
1,16,中国女足,0.012059053473313742
2,16,北京,0.02047309382351216
2,16,场馆,0.017175130398908195
2,16,活动,0.013009014995115066
2,16,测试,0.01248399266534879
2,16,冬奥会,0.01156415984547623
3,16,体育,0.021424239936169383
3,16,广播体操,0.019661634397331762
3,16,运动,0.015471572936452608
3,16,健身,0.012062021707532228
3,16,发展,0.010577350307145662
4,16,公斤,0.031965001317911315
4,16,跳绳,0.03131087659090106
4,16,比赛,0.019742613913860757
4,16,花式,0.011750760967365976
4,16,抓举,0.01076610194664766
