topicId,period,word,weight
0,0,保护,0.031983262430115074
0,0,野生动物,0.011583171119412533
0,0,候鸟,0.011384333391290613
0,0,迁徙,0.010538596064158997
0,0,珊瑚,0.010007775702128139
1,0,生态,0.03476905613956421
1,0,河燕鸥,0.009946292423395628
1,0,护林员,0.009534996281044966
1,0,发展,0.00892938222967294
1,0,生活,0.007591775218551601
2,0,生物,0.024797094393772406
2,0,执法,0.01624130506920039
2,0,黄河,0.011623376942350211
2,0,长江,0.010364474033031531
2,0,制度,0.008920489808387878
3,0,督察,0.010481331627339864
3,0,生态,0.008953245800020231
3,0,地区,0.0062621817272745526
3,0,落实,0.0061356736292441415
3,0,林长制,0.005723823435135889
4,0,国家,0.014277922565759115
4,0,再生,0.010208755983252875
4,0,生态,0.008459381387673286
4,0,发展,0.00779423556513886
4,0,北京,0.0074981921685756394
0,1,保护,0.03212869368003968
0,1,野生动物,0.01160288451694198
0,1,候鸟,0.011407813335499773
0,1,迁徙,0.01056618680594721
0,1,珊瑚,0.010042439401694291
1,1,生态,0.03286380937039702
1,1,河燕鸥,0.01032162402401505
1,1,护林员,0.008975177852690296
1,1,发展,0.00894279785352285
1,1,生活,0.007695334009415506
2,1,生物,0.02701629304262712
2,1,执法,0.015250768751849272
2,1,黄河,0.010512918818260037
2,1,长江,0.01048363262811013
2,1,制度,0.008563846580546442
3,1,督察,0.010529819543491518
3,1,生态,0.00898418227130768
3,1,地区,0.006281827321765414
3,1,落实,0.006150751837010608
3,1,林长制,0.005742234452008295
4,1,国家,0.014335307212707243
4,1,再生,0.010239734242300248
4,1,生态,0.008491422149176251
4,1,发展,0.00782166574270426
4,1,北京,0.007519185673736744
0,2,保护,0.03235755346120464
0,2,野生动物,0.011553739970616173
0,2,候鸟,0.010329372313036125
0,2,珊瑚,0.010214212276612867
0,2,迁徙,0.00993945564806641
1,2,生态,0.031127991183067673
1,2,河燕鸥,0.01077668296086964
1,2,发展,0.008937529717489408
1,2,护林员,0.008473979467792474
1,2,生活,0.007771378847521939
2,2,生物,0.030124023097834917
2,2,执法,0.014351547823990354
2,2,长江,0.010258891922588153
2,2,黄河,0.009442973870839162
2,2,风险,0.008761278395601277
3,2,督察,0.01059508870288366
3,2,生态,0.009009498537704929
3,2,地区,0.006283943897697607
3,2,落实,0.006172145048228043
3,2,林长制,0.005742504389119987
4,2,国家,0.0149641012153914
4,2,再生,0.010620506233827074
4,2,生态,0.008370181325736538
4,2,发展,0.007837126002692214
4,2,北京,0.007536402508053605
0,3,保护,0.03246165863650115
0,3,野生动物,0.01144699499571792
0,3,珊瑚,0.010407269400858456
0,3,迁徙,0.009348366929399061
0,3,候鸟,0.009342503286168856
1,3,生态,0.029901481692737666
1,3,河燕鸥,0.011376330745947539
1,3,发展,0.00890624100725467
1,3,护林员,0.00790980852513409
1,3,生活,0.007791189567767431
2,3,生物,0.034038904238335645
2,3,执法,0.013595967589522164
2,3,长江,0.009986319054799355
2,3,风险,0.00912471179456479
2,3,黄河,0.008494378513235715
3,3,督察,0.010459968479281797
3,3,生态,0.00875181433931321
3,3,地区,0.0064342746993234666
3,3,落实,0.006133066419439813
3,3,海洋,0.005733784238258347
4,3,国家,0.01571157416651018
4,3,再生,0.0110406462537723
4,3,生态,0.008244303282839035
4,3,发展,0.007841423623667442
4,3,北京,0.007569247008203544
0,4,保护,0.03258517124587063
0,4,野生动物,0.011333806124791382
0,4,珊瑚,0.010602796793107118
0,4,物种,0.009385693055012545
0,4,迁徙,0.00876215742009105
1,4,生态,0.028823559631880366
1,4,河燕鸥,0.012016389096844481
1,4,发展,0.008881295866798542
1,4,生活,0.0077955280733783385
1,4,护林员,0.0073727197034886725
2,4,生物,0.04131820781682228
2,4,执法,0.013050298887654833
2,4,长江,0.009927331637079838
2,4,风险,0.009659868244172174
2,4,体系,0.008622565876087746
3,4,督察,0.01036750566269545
3,4,生态,0.008521767270099241
3,4,地区,0.006604726939443939
3,4,落实,0.0061057921740957114
3,4,海洋,0.005873997241354035
4,4,国家,0.017185606200555464
4,4,再生,0.009639536134730836
4,4,生态,0.008259144017219961
4,4,发展,0.008035527195391823
4,4,北京,0.006917833659981982
0,5,保护,0.032584291445272376
0,5,野生动物,0.01125172357517469
0,5,珊瑚,0.01081028441662686
0,5,物种,0.009472046264799722
0,5,迁徙,0.0082191946032084
1,5,生态,0.02769580674986333
1,5,河燕鸥,0.012708109046209707
1,5,发展,0.008856883821015646
1,5,生活,0.007806697986257962
1,5,护林员,0.0068778036861238635
2,5,生物,0.04391543993740417
2,5,执法,0.012650970931528217
2,5,长江,0.010082433726540009
2,5,风险,0.009447500580803075
2,5,国家,0.008881624225294706
3,5,督察,0.010266903531171883
3,5,生态,0.008298509921830028
3,5,地区,0.00677850721822721
3,5,落实,0.006078928373772897
3,5,海洋,0.0060172898941992705
4,5,国家,0.0188165110224185
4,5,再生,0.008401656181843934
4,5,生态,0.008263798361753779
4,5,发展,0.008233358747571829
4,5,北京,0.0063202727647231295
0,6,保护,0.030615711913783924
0,6,野生动物,0.01151337190786326
0,6,珊瑚,0.011429657807710481
0,6,物种,0.008841377015546997
0,6,迁徙,0.007927556035683068
1,6,生态,0.025383742929772624
1,6,河燕鸥,0.01380191499383994
1,6,发展,0.00857620498453435
1,6,生活,0.007902007133176901
1,6,护林员,0.006486774848431783
2,6,生物,0.04623133158813857
2,6,执法,0.012372026746940639
2,6,长江,0.01033764694955775
2,6,风险,0.009266172275581496
2,6,国家,0.009027445194145186
3,6,督察,0.00958679338796211
3,6,生态,0.007944351166149085
